"timestamp","feedback","upvotes","downvotes"
"2025-06-18 18:25:42","Regret attending.","3","1"
"2025-06-28 00:46:42","Very disappointed.","0","2"
"2025-05-02 05:03:42","It was okay.","0","0"
"2025-06-14 05:39:42","Poorly organized.","2","2"
"2025-06-04 01:53:42","Regret attending.","2","9"
"2025-05-17 00:40:42","Great event!","6","3"
"2025-06-12 18:04:42","Poorly organized.","1","9"
"2025-05-06 00:30:42","Did not like it.","2","4"
"2025-06-08 17:25:42","Bad event.","1","9"
"2025-05-15 15:32:42","Very happy.","3","2"
"2025-06-04 22:09:42","Terrible experience.","2","7"
"2025-06-24 20:08:42","Waste of time.","2","10"
"2025-05-24 08:37:42","So-so.","2","3"
"2025-06-16 07:06:42","Unsatisfactory.","3","3"
"2025-05-04 13:03:42","Poorly organized.","0","5"
"2025-05-24 03:34:42","Bad event.","0","2"
"2025-06-02 16:12:42","Not happy.","0","2"
"2025-05-13 11:30:42","Neutral thoughts.","3","1"
"2025-06-06 16:21:42","Mediocre.","2","1"
"2025-05-28 20:50:42","Fine overall.","3","2"
"2025-06-27 00:42:42","Could be much better.","2","8"
"2025-04-28 14:54:42","Regret attending.","0","9"
"2025-06-30 10:31:42","Very disappointed.","3","5"
"2025-04-27 13:35:42","Waste of time.","3","4"
"2025-06-03 20:45:42","Could be much better.","0","7"
"2025-05-27 12:45:42","Unsatisfactory.","0","7"
"2025-04-30 12:12:42","Very disappointed.","2","5"
"2025-06-12 03:36:42","Poorly organized.","0","5"
"2025-06-21 18:27:42","Waste of time.","0","9"
"2025-06-08 18:49:42","Not happy.","0","6"
"2025-06-17 23:33:42","Terrible experience.","2","8"
"2025-05-10 09:50:42","Unsatisfactory.","1","2"
"2025-05-15 21:29:42","Very disappointed.","3","7"
"2025-07-04 11:33:42","Mediocre.","1","1"
"2025-05-10 16:05:42","Waste of time.","3","5"
"2025-06-25 21:16:42","Very disappointed.","1","1"
"2025-06-11 00:30:42","Could be much better.","1","7"
"2025-04-29 02:56:42","Regret attending.","3","7"
"2025-05-09 23:07:42","Very disappointed.","3","1"
"2025-05-01 22:52:42","Could be much better.","3","6"
"2025-05-27 08:13:42","Poorly organized.","2","9"
"2025-04-26 07:30:42","Regret attending.","3","2"
"2025-06-27 21:52:42","Poorly organized.","3","3"
"2025-05-14 03:41:42","Enjoyed it a lot.","3","0"
"2025-06-10 16:39:42","Terrible experience.","0","7"
"2025-06-05 21:48:42","Nothing special.","2","1"
"2025-06-18 03:58:42","Unsatisfactory.","2","1"
"2025-05-15 17:12:42","Unsatisfactory.","0","8"
"2025-05-28 18:21:42","Waste of time.","1","10"
"2025-07-01 06:08:42","Bad event.","1","4"
"2025-05-14 23:59:42","Superb!","3","2"
"2025-06-19 10:53:42","Bad event.","1","9"
"2025-06-04 23:25:42","Average experience.","0","1"
"2025-06-21 04:46:42","Did not like it.","2","5"
"2025-05-16 16:59:42","Poorly organized.","0","4"
"2025-05-29 06:07:42","It happened.","2","1"
"2025-05-04 07:45:42","Regret attending.","3","3"
"2025-05-19 05:32:42","Waste of time.","1","7"
"2025-05-29 13:12:42","Decent.","1","2"
"2025-06-30 15:09:42","Waste of time.","2","5"
"2025-06-07 10:32:42","Regret attending.","3","7"
"2025-05-31 14:12:42","Regret attending.","0","5"
"2025-06-07 09:33:42","Waste of time.","1","2"
"2025-06-16 14:40:42","Did not like it.","2","2"
"2025-05-25 21:44:42","Loved it!","1","0"
"2025-06-23 03:34:42","It was okay.","3","1"
"2025-05-01 14:16:42","Could be much better.","3","4"
"2025-05-09 15:24:42","Poorly organized.","1","7"
"2025-06-18 10:17:42","Terrible experience.","2","9"
"2025-06-02 15:49:42","Could be much better.","0","7"
"2025-05-13 00:33:42","Terrible experience.","3","3"
"2025-05-29 01:18:42","Not happy.","2","10"
"2025-06-04 04:08:42","Terrible experience.","2","8"
"2025-04-30 19:07:42","Regret attending.","1","6"
"2025-05-11 03:51:42","Unsatisfactory.","0","3"
"2025-05-05 04:40:42","Did not like it.","3","7"
"2025-06-22 05:16:42","Very happy.","4","2"
"2025-06-29 22:59:42","Very disappointed.","1","2"
"2025-05-01 15:57:42","Unsatisfactory.","2","10"
"2025-05-25 07:45:42","Bad event.","3","10"
"2025-05-04 04:30:42","Well organized.","8","3"
"2025-06-07 07:09:42","Bad event.","2","7"
"2025-06-22 20:39:42","Not happy.","3","10"
"2025-05-16 14:32:42","Terrible experience.","1","4"
"2025-05-20 04:21:42","Mediocre.","0","0"
"2025-04-28 00:12:42","Terrible experience.","3","1"
"2025-05-15 15:34:42","Unsatisfactory.","0","8"
"2025-06-03 09:04:42","Waste of time.","2","2"
"2025-04-29 11:08:42","Unsatisfactory.","2","10"
"2025-06-18 10:37:42","Unsatisfactory.","1","6"
"2025-05-12 11:14:42","Unsatisfactory.","3","9"
"2025-06-28 10:58:42","Unsatisfactory.","2","5"
"2025-05-22 20:26:42","Unsatisfactory.","1","6"
"2025-05-05 10:35:42","Nothing special.","3","3"
"2025-05-18 23:14:42","Waste of time.","2","7"
"2025-05-11 17:08:42","Could be much better.","0","9"
"2025-06-25 23:59:42","Terrible experience.","0","5"
"2025-06-02 21:32:42","Regret attending.","1","4"
"2025-06-17 11:58:42","Fine overall.","1","3"
"2025-06-11 09:14:42","Unsatisfactory.","3","7"
"2025-05-12 01:53:42","Regret attending.","1","1"
"2025-07-01 07:36:42","Well organized.","8","0"
"2025-05-11 13:46:42","Enjoyed it a lot.","5","2"
"2025-06-27 11:03:42","Bad event.","0","10"
"2025-06-22 09:21:42","Could be much better.","0","10"
"2025-06-27 11:49:42","Poorly organized.","0","1"
"2025-06-07 07:20:42","Did not like it.","1","8"
"2025-05-16 13:33:42","Unsatisfactory.","3","9"
"2025-05-20 12:27:42","Did not like it.","3","7"
"2025-05-20 11:38:42","Unsatisfactory.","3","3"
"2025-05-13 22:03:42","Terrible experience.","1","4"
"2025-06-09 06:01:42","Unsatisfactory.","0","10"
"2025-05-26 19:23:42","It happened.","2","1"
"2025-04-26 08:44:42","Waste of time.","2","5"
"2025-05-09 19:33:42","Bad event.","1","3"
"2025-06-12 17:53:42","Waste of time.","1","4"
"2025-04-28 22:37:42","Unsatisfactory.","2","10"
"2025-05-11 20:46:42","Terrible experience.","0","3"
"2025-05-09 07:46:42","Did not like it.","0","7"
"2025-04-27 06:59:42","Unsatisfactory.","3","3"
"2025-05-03 23:33:42","Regret attending.","3","7"
"2025-06-30 19:00:42","Did not like it.","3","8"
"2025-06-08 08:03:42","Did not like it.","2","8"
"2025-05-06 23:29:42","Very disappointed.","2","8"
"2025-06-26 18:29:42","Average experience.","0","1"
"2025-05-11 07:38:42","Not happy.","0","8"
"2025-06-30 19:28:42","Poorly organized.","0","4"
"2025-05-26 18:15:42","It was okay.","1","2"
"2025-05-06 00:03:42","Did not like it.","2","5"
"2025-05-29 17:53:42","Terrible experience.","0","5"
"2025-06-02 20:16:42","It was okay.","3","0"
"2025-05-27 04:09:42","Not happy.","1","6"
"2025-05-02 08:22:42","Unsatisfactory.","0","3"
"2025-05-17 12:07:42","Terrible experience.","0","6"
"2025-06-27 05:28:42","Very happy.","7","1"
"2025-05-27 14:19:42","Not happy.","1","1"
"2025-05-09 23:58:42","Regret attending.","1","4"
"2025-06-01 01:21:42","Very disappointed.","1","6"
"2025-05-14 06:20:42","Regret attending.","3","5"
"2025-05-31 05:54:42","Regret attending.","3","3"
"2025-05-02 08:41:42","Bad event.","2","5"
"2025-05-21 09:02:42","Bad event.","2","4"
"2025-05-25 20:29:42","Regret attending.","1","1"
"2025-05-21 20:47:42","Very disappointed.","0","6"
"2025-06-27 10:51:42","Terrible experience.","0","4"
"2025-07-03 08:56:42","Unsatisfactory.","2","1"
"2025-06-25 14:25:42","Unsatisfactory.","1","8"
"2025-06-24 08:36:42","Fine overall.","0","3"
"2025-06-05 05:05:42","Bad event.","3","5"
"2025-05-10 10:53:42","Did not like it.","0","4"
"2025-06-13 16:07:42","Loved it!","1","1"
"2025-05-09 15:46:42","Regret attending.","2","9"
"2025-05-18 18:45:42","Loved it!","6","1"
"2025-05-20 21:44:42","Terrible experience.","3","2"
"2025-06-17 17:26:42","Unsatisfactory.","1","9"
"2025-05-14 15:14:42","Terrible experience.","0","9"
"2025-06-22 08:21:42","Unsatisfactory.","3","5"
"2025-06-19 19:34:42","Very disappointed.","0","5"
"2025-06-03 07:35:42","Did not like it.","1","3"
"2025-05-11 04:07:42","Waste of time.","2","1"
"2025-05-01 04:08:42","Average experience.","0","3"
"2025-06-23 19:24:42","Excellent session!","8","3"
"2025-04-29 06:22:42","So-so.","1","3"
"2025-06-15 08:05:42","Poorly organized.","2","4"
"2025-06-25 19:10:42","Could be much better.","3","4"
"2025-06-23 21:50:42","Amazing job.","7","0"
"2025-05-04 21:46:42","Bad event.","0","4"
"2025-05-01 15:02:42","Not happy.","1","8"
"2025-06-22 00:11:42","Unsatisfactory.","3","8"
"2025-05-29 09:43:42","Not happy.","0","9"
"2025-07-01 03:46:42","Regret attending.","3","10"
"2025-05-16 12:10:42","Terrible experience.","1","8"
"2025-05-13 22:31:42","Very disappointed.","0","3"
"2025-05-24 18:09:42","Waste of time.","0","2"
"2025-06-29 10:40:42","Could be much better.","0","3"
"2025-05-02 17:33:42","Very disappointed.","3","3"
"2025-06-25 07:05:42","Nothing special.","3","0"
"2025-05-27 23:06:42","Mediocre.","3","0"
"2025-05-01 18:50:42","Not happy.","2","8"
"2025-05-19 06:04:42","Bad event.","2","1"
"2025-05-14 13:34:42","Very happy.","9","1"
"2025-05-11 18:23:42","Unsatisfactory.","2","5"
"2025-06-09 14:29:42","Very disappointed.","0","3"
"2025-07-03 08:01:42","Poorly organized.","0","6"
"2025-05-06 09:50:42","Waste of time.","2","9"
"2025-06-06 13:10:42","Could be much better.","1","7"
"2025-05-20 02:38:42","Could be much better.","2","4"
"2025-06-01 21:19:42","Bad event.","1","8"
"2025-06-18 19:35:42","Waste of time.","3","5"
"2025-06-12 17:15:42","Bad event.","1","9"
"2025-06-09 07:34:42","Bad event.","2","10"
"2025-06-17 04:59:42","Terrible experience.","1","9"
"2025-05-25 07:30:42","Not happy.","1","3"
"2025-04-30 05:13:42","Unsatisfactory.","1","2"
"2025-07-02 15:45:42","Bad event.","0","4"
"2025-05-30 17:53:42","Fine overall.","1","0"
"2025-06-19 12:47:42","Not happy.","2","8"
"2025-06-26 17:38:42","Very disappointed.","0","10"
"2025-06-09 22:47:42","Neutral thoughts.","1","2"
"2025-05-29 06:29:42","Poorly organized.","3","2"
"2025-06-24 22:45:42","Terrible experience.","3","2"
"2025-04-28 02:24:42","Not happy.","3","3"
"2025-06-02 16:00:42","Terrible experience.","0","2"
"2025-05-07 05:40:42","Very disappointed.","0","2"
"2025-06-09 02:51:42","Unsatisfactory.","1","8"
"2025-06-30 03:28:42","Poorly organized.","0","2"
"2025-05-13 03:35:42","Waste of time.","2","8"
"2025-04-28 12:20:42","Regret attending.","1","1"
"2025-05-02 16:36:42","Very disappointed.","0","9"
"2025-06-24 20:52:42","Very disappointed.","0","2"
"2025-06-24 07:45:42","Bad event.","2","5"
"2025-06-11 04:12:42","Poorly organized.","3","6"
"2025-05-18 12:49:42","Regret attending.","1","9"
"2025-06-29 05:29:42","Did not like it.","1","2"
"2025-05-25 20:34:42","Very happy.","5","0"
"2025-05-18 20:01:42","Did not like it.","0","1"
"2025-05-15 19:50:42","Impressive effort.","6","2"
"2025-07-03 05:50:42","Acceptable.","3","0"
"2025-06-23 11:27:42","Did not like it.","0","3"
"2025-05-22 08:40:42","Very disappointed.","1","7"
"2025-06-19 00:26:42","Very disappointed.","3","10"
"2025-05-17 08:46:42","Very disappointed.","3","8"
"2025-06-08 03:02:42","Unsatisfactory.","0","10"
"2025-05-28 22:35:42","Loved it!","8","0"
"2025-05-21 04:08:42","Regret attending.","2","3"
"2025-05-11 09:24:42","Loved it!","5","0"
"2025-05-06 11:50:42","Amazing job.","1","1"
"2025-06-22 20:53:42","Nothing special.","0","1"
"2025-05-14 11:35:42","Terrible experience.","1","3"
"2025-05-19 14:02:42","Poorly organized.","2","4"
"2025-06-01 15:50:42","Terrible experience.","2","5"
"2025-05-12 10:21:42","Amazing job.","6","3"
"2025-06-07 06:02:42","Not happy.","3","3"
"2025-05-25 17:41:42","Neutral thoughts.","2","0"
"2025-06-14 10:06:42","Waste of time.","2","1"
"2025-06-09 10:52:42","Terrible experience.","2","8"
"2025-06-29 09:38:42","Waste of time.","1","10"
"2025-06-02 20:11:42","Not happy.","3","5"
"2025-05-29 19:35:42","Did not like it.","0","6"
"2025-06-20 02:06:42","Poorly organized.","3","10"
"2025-06-17 10:33:42","Very disappointed.","3","1"
"2025-04-26 14:28:42","Could be much better.","0","5"
"2025-05-31 09:30:42","Did not like it.","1","9"
"2025-04-26 05:19:42","Regret attending.","3","7"
"2025-05-19 10:42:42","Did not like it.","1","1"
"2025-05-24 13:53:42","Did not like it.","2","10"
"2025-05-22 01:08:42","Poorly organized.","1","10"
"2025-05-13 15:16:42","Waste of time.","3","6"
"2025-04-28 09:19:42","Did not like it.","0","5"
"2025-06-21 02:26:42","Fantastic work.","4","0"
"2025-04-26 20:51:42","Unsatisfactory.","3","1"
"2025-05-30 07:06:42","Terrible experience.","3","9"
"2025-06-20 08:06:42","Great event!","5","3"
"2025-06-29 08:22:42","Could be much better.","3","5"
"2025-04-30 10:55:42","Unsatisfactory.","3","3"
"2025-06-13 04:38:42","Terrible experience.","2","1"
"2025-06-21 07:32:42","Very disappointed.","3","5"
"2025-06-07 20:37:42","Excellent session!","9","0"
"2025-05-29 19:49:42","Enjoyed it a lot.","3","1"
"2025-05-21 15:23:42","Did not like it.","3","2"
"2025-06-22 18:55:42","Average experience.","2","1"
"2025-06-16 16:31:42","Amazing job.","4","0"
"2025-05-24 19:57:42","Unsatisfactory.","1","6"
"2025-04-27 14:22:42","Regret attending.","1","1"
"2025-06-20 14:39:42","Terrible experience.","1","3"
"2025-05-22 19:31:42","Not happy.","3","8"
"2025-05-06 17:14:42","Unsatisfactory.","3","2"
"2025-05-11 18:35:42","Terrible experience.","0","6"
"2025-04-28 08:32:42","Fantastic work.","7","3"
"2025-05-10 01:38:42","Terrible experience.","2","2"
"2025-05-31 10:00:42","Could be much better.","3","5"
"2025-05-06 07:36:42","Poorly organized.","0","5"
"2025-05-26 13:28:42","Unsatisfactory.","1","2"
"2025-05-25 02:32:42","Regret attending.","2","9"
"2025-06-16 00:34:42","Unsatisfactory.","2","9"
"2025-06-22 13:28:42","Poorly organized.","1","1"
"2025-06-17 01:19:42","Waste of time.","1","6"
"2025-06-30 15:08:42","Did not like it.","2","3"
"2025-06-11 03:14:42","Bad event.","2","9"
"2025-05-29 02:15:42","Could be much better.","2","8"
"2025-06-18 13:51:42","Decent.","2","0"
"2025-06-17 10:47:42","Not happy.","1","1"
"2025-06-14 23:07:42","Could be much better.","0","3"
"2025-05-21 09:03:42","Terrible experience.","2","1"
"2025-06-25 16:04:42","Not happy.","3","3"
"2025-05-03 23:42:42","Regret attending.","3","6"
"2025-05-06 19:36:42","Acceptable.","2","2"
"2025-05-28 14:22:42","Enjoyed it a lot.","7","3"
"2025-06-03 15:00:42","Terrible experience.","3","1"
"2025-05-17 08:22:42","Not happy.","3","4"
"2025-05-23 10:18:42","Impressive effort.","6","2"
"2025-05-18 10:42:42","Regret attending.","2","9"
"2025-05-12 21:07:42","Poorly organized.","1","9"
"2025-06-01 05:26:42","Loved it!","4","1"
"2025-05-27 07:48:42","Bad event.","3","5"
"2025-05-05 07:00:42","Waste of time.","0","8"
"2025-06-18 09:33:42","Did not like it.","0","7"
"2025-04-27 16:07:42","Poorly organized.","0","4"
"2025-05-14 09:28:42","Poorly organized.","0","3"
"2025-05-17 06:31:42","Not happy.","1","10"
"2025-06-24 15:09:42","Poorly organized.","0","3"
"2025-04-28 11:01:42","Could be much better.","2","10"
"2025-06-07 21:19:42","Waste of time.","1","6"
"2025-06-07 07:50:42","Unsatisfactory.","0","2"
"2025-06-05 20:52:42","Did not like it.","3","7"
"2025-05-27 14:03:42","Could be much better.","3","3"
"2025-05-02 03:12:42","Very disappointed.","2","4"
"2025-05-03 03:32:42","Neutral thoughts.","3","0"
"2025-06-19 08:25:42","Unsatisfactory.","0","4"
"2025-05-13 09:06:42","Could be much better.","2","10"
"2025-05-11 20:47:42","Regret attending.","0","5"
"2025-05-25 02:21:42","Unsatisfactory.","2","10"
"2025-06-03 16:44:42","Not happy.","0","6"
"2025-06-10 14:53:42","Not happy.","3","9"
"2025-06-28 18:00:42","Mediocre.","0","2"
"2025-07-03 15:16:42","Could be much better.","3","7"
"2025-05-13 14:20:42","Waste of time.","1","5"
"2025-06-26 11:25:42","Could be much better.","2","8"
"2025-05-31 16:24:42","Poorly organized.","2","6"
"2025-06-29 07:50:42","Excellent session!","6","2"
"2025-06-21 18:19:42","Waste of time.","3","2"
"2025-06-17 23:52:42","Unsatisfactory.","3","7"
"2025-05-28 01:03:42","Very happy.","10","2"
"2025-04-27 01:52:42","Not happy.","2","4"
"2025-06-02 07:09:42","Unsatisfactory.","2","4"
"2025-05-04 02:00:42","Superb!","1","0"
"2025-05-11 02:08:42","Regret attending.","2","7"
"2025-06-30 20:49:42","Fantastic work.","3","3"
"2025-07-04 00:22:42","Unsatisfactory.","2","5"
"2025-07-03 18:01:42","Neutral thoughts.","2","2"
"2025-06-03 18:13:42","Not happy.","1","8"
"2025-06-06 03:55:42","Not happy.","0","5"
"2025-05-02 16:25:42","Not happy.","0","9"
"2025-05-23 17:57:42","Not happy.","1","1"
"2025-06-25 05:05:42","Not happy.","1","8"
"2025-05-25 12:50:42","Unsatisfactory.","1","1"
"2025-05-11 17:52:42","Waste of time.","2","2"
"2025-05-12 20:26:42","Unsatisfactory.","1","2"
"2025-05-12 20:50:42","Impressive effort.","4","2"
"2025-05-14 16:18:42","Acceptable.","1","3"
"2025-06-09 05:11:42","Terrible experience.","3","1"
"2025-06-11 01:33:42","Poorly organized.","0","1"
"2025-05-26 07:49:42","Not happy.","0","3"
"2025-05-06 03:20:42","Very disappointed.","3","9"
"2025-05-31 18:58:42","Regret attending.","1","6"
"2025-05-18 03:28:42","Could be much better.","3","6"
"2025-04-28 14:27:42","Regret attending.","1","5"
"2025-06-27 16:21:42","Waste of time.","1","4"
"2025-05-25 03:10:42","Regret attending.","3","7"
"2025-06-02 11:06:42","Terrible experience.","0","2"
"2025-07-02 07:31:42","Not happy.","3","6"
"2025-06-09 01:24:42","Poorly organized.","0","5"
"2025-05-23 12:23:42","It happened.","1","0"
"2025-06-16 14:51:42","Regret attending.","1","10"
"2025-05-13 09:23:42","Terrible experience.","2","3"
"2025-06-10 09:37:42","Not happy.","1","7"
"2025-05-07 18:07:42","Impressive effort.","9","0"
"2025-06-30 15:04:42","Could be much better.","3","2"
"2025-05-02 12:14:42","Poorly organized.","1","6"
"2025-04-29 19:56:42","Great event!","5","2"
"2025-04-27 12:04:42","Nothing special.","3","3"
"2025-06-04 16:38:42","Unsatisfactory.","3","9"
"2025-06-26 17:53:42","Not happy.","1","9"
"2025-04-27 01:15:42","Acceptable.","0","1"
"2025-06-19 17:04:42","Acceptable.","3","0"
"2025-06-22 17:26:42","Terrible experience.","0","6"
"2025-06-27 09:29:42","Loved it!","2","0"
"2025-07-03 08:53:42","Bad event.","2","3"
"2025-05-03 22:58:42","Very disappointed.","3","6"
"2025-05-04 17:40:42","Mediocre.","1","3"
"2025-05-23 08:47:42","Bad event.","1","3"
"2025-06-06 12:34:42","Did not like it.","0","3"
"2025-06-30 07:14:42","Regret attending.","2","1"
"2025-06-28 13:20:42","It was okay.","3","2"
"2025-06-03 11:52:42","Did not like it.","3","2"
"2025-05-30 00:42:42","Poorly organized.","2","7"
"2025-05-30 14:39:42","Amazing job.","8","0"
"2025-04-29 09:38:42","Bad event.","0","2"
"2025-05-25 04:47:42","Waste of time.","1","1"
"2025-06-23 10:41:42","Unsatisfactory.","2","1"
"2025-05-31 03:21:42","Fine overall.","2","2"
"2025-05-12 02:39:42","It was okay.","3","3"
"2025-06-28 06:14:42","Unsatisfactory.","1","1"
"2025-05-16 12:45:42","Did not like it.","0","1"
"2025-06-11 14:05:42","Poorly organized.","0","9"
"2025-05-18 08:03:42","Superb!","4","1"
"2025-05-31 20:11:42","Regret attending.","1","4"
"2025-06-25 17:30:42","Very disappointed.","0","5"
"2025-05-10 15:25:42","Waste of time.","0","3"
"2025-07-03 10:43:42","Did not like it.","3","9"
"2025-05-23 21:05:42","Acceptable.","2","0"
"2025-05-14 20:45:42","Could be much better.","1","10"
"2025-06-10 01:04:42","Waste of time.","1","5"
"2025-05-24 03:41:42","Did not like it.","1","4"
"2025-06-13 04:14:42","Regret attending.","3","5"
"2025-05-02 16:03:42","Unsatisfactory.","1","10"
"2025-05-16 19:13:42","Not happy.","1","3"
"2025-05-23 15:42:42","Poorly organized.","1","9"
"2025-05-07 13:57:42","Not happy.","0","8"
"2025-05-10 12:36:42","Very happy.","9","1"
"2025-06-09 02:45:42","Waste of time.","1","4"
"2025-05-23 02:57:42","Neutral thoughts.","3","2"
"2025-05-27 13:00:42","Unsatisfactory.","3","3"
"2025-05-02 09:31:42","Terrible experience.","0","2"
"2025-06-13 15:06:42","Average experience.","3","3"
"2025-05-09 13:04:42","Did not like it.","0","5"
"2025-06-28 21:39:42","Waste of time.","2","7"
"2025-04-30 21:28:42","Waste of time.","2","9"
"2025-06-30 05:25:42","Not happy.","2","8"
"2025-05-10 01:58:42","Unsatisfactory.","1","3"
"2025-05-25 12:27:42","Waste of time.","1","10"
"2025-05-21 00:38:42","Great event!","3","2"
"2025-05-08 07:37:42","Excellent session!","3","1"
"2025-05-26 03:57:42","So-so.","1","3"
"2025-06-17 00:19:42","Decent.","1","2"
"2025-05-29 13:20:42","Not happy.","2","2"
"2025-06-24 12:02:42","Very disappointed.","0","3"
"2025-06-30 00:08:42","Terrible experience.","0","9"
"2025-05-09 05:22:42","Regret attending.","1","7"
"2025-06-03 01:00:42","Unsatisfactory.","3","4"
"2025-05-08 11:06:42","Very disappointed.","1","1"
"2025-05-15 17:58:42","It happened.","2","2"
"2025-06-12 14:18:42","Enjoyed it a lot.","6","2"
"2025-05-03 09:05:42","Waste of time.","2","7"
"2025-05-08 15:43:42","Poorly organized.","2","2"
"2025-05-29 18:01:42","Waste of time.","3","3"
"2025-05-24 23:34:42","Superb!","5","3"
"2025-06-16 19:21:42","Waste of time.","0","1"
"2025-07-02 06:07:42","Poorly organized.","0","9"
"2025-06-02 11:08:42","Waste of time.","2","5"
"2025-07-04 02:25:42","So-so.","1","1"
"2025-05-19 23:33:42","Very disappointed.","3","2"
"2025-06-26 02:40:42","Did not like it.","2","3"
"2025-05-05 22:50:42","Very disappointed.","0","9"
"2025-05-31 07:47:42","Poorly organized.","3","2"
"2025-05-10 22:48:42","Terrible experience.","2","2"
"2025-06-21 00:25:42","Waste of time.","0","4"
"2025-05-20 22:11:42","Did not like it.","0","8"
"2025-05-26 04:17:42","Very happy.","5","2"
"2025-05-31 03:18:42","Poorly organized.","1","8"
"2025-05-02 15:39:42","Very disappointed.","0","6"
"2025-06-06 14:54:42","Very disappointed.","1","10"
"2025-04-29 17:38:42","Did not like it.","0","8"
"2025-05-06 03:52:42","Waste of time.","3","8"
"2025-06-08 01:58:42","Poorly organized.","3","7"
"2025-05-02 09:29:42","Unsatisfactory.","1","2"
"2025-06-02 17:47:42","Waste of time.","0","4"
"2025-05-08 08:40:42","Unsatisfactory.","1","8"
"2025-05-08 02:25:42","Not happy.","3","8"
"2025-04-27 01:37:42","Regret attending.","1","5"
"2025-05-27 13:43:42","Fantastic work.","3","0"
"2025-06-07 08:41:42","Terrible experience.","3","2"
"2025-05-17 21:38:42","Very disappointed.","1","1"
"2025-04-27 10:17:42","Bad event.","0","7"
"2025-05-16 07:42:42","Not happy.","3","9"
"2025-06-03 18:27:42","Regret attending.","3","4"
"2025-05-30 19:46:42","Loved it!","1","2"
"2025-04-28 09:51:42","Bad event.","0","4"
"2025-06-13 06:15:42","Loved it!","5","2"
"2025-05-10 14:11:42","Poorly organized.","3","7"
"2025-06-25 04:23:42","Nothing special.","1","3"
"2025-05-20 04:34:42","Not happy.","0","1"
"2025-06-22 19:33:42","Poorly organized.","3","10"
"2025-07-01 04:48:42","Did not like it.","3","4"
"2025-05-31 21:12:42","Unsatisfactory.","3","5"
"2025-05-27 22:53:42","Could be much better.","3","4"
"2025-06-15 03:20:42","Terrible experience.","0","5"
"2025-05-16 05:05:42","Not happy.","1","4"
"2025-05-13 03:58:42","Bad event.","2","9"
"2025-06-08 08:18:42","Unsatisfactory.","3","3"
"2025-04-27 09:58:42","Bad event.","2","2"
"2025-06-30 06:55:42","Could be much better.","2","10"
"2025-05-25 08:55:42","Very disappointed.","2","9"
"2025-04-30 04:38:42","Did not like it.","2","2"
"2025-06-06 08:27:42","Did not like it.","0","7"
"2025-05-11 07:31:42","Regret attending.","1","7"
"2025-05-13 18:43:42","Waste of time.","3","5"
"2025-05-02 16:54:42","Not happy.","2","9"
"2025-05-17 16:01:42","Poorly organized.","0","4"
"2025-05-15 18:24:42","So-so.","0","0"
"2025-05-04 07:54:42","Could be much better.","0","4"
"2025-05-05 10:46:42","Very disappointed.","3","4"
"2025-06-24 12:53:42","Unsatisfactory.","1","8"
"2025-06-08 10:03:42","Very happy.","1","1"
"2025-05-08 23:32:42","Neutral thoughts.","0","2"
"2025-04-29 00:52:42","Regret attending.","1","2"
"2025-05-22 14:42:42","Could be much better.","1","10"
"2025-05-19 12:18:42","Could be much better.","0","10"
"2025-05-14 18:49:42","Very disappointed.","0","9"
"2025-05-17 05:00:42","Neutral thoughts.","0","1"
"2025-06-26 10:41:42","Waste of time.","0","9"
"2025-05-07 02:26:42","Waste of time.","0","7"
"2025-05-21 00:06:42","Poorly organized.","0","3"
"2025-05-22 07:29:42","Loved it!","6","3"
"2025-04-26 16:36:42","Bad event.","1","7"
"2025-05-19 21:55:42","Very disappointed.","1","4"
"2025-07-01 07:13:42","Did not like it.","3","1"
"2025-06-21 15:05:42","Did not like it.","0","4"
"2025-06-30 22:54:42","Regret attending.","1","2"
"2025-05-30 22:56:42","Terrible experience.","0","2"
"2025-05-30 05:45:42","Well organized.","5","3"
"2025-05-17 14:01:42","Bad event.","1","4"
"2025-04-29 02:35:42","Excellent session!","5","3"
"2025-06-12 08:07:42","Mediocre.","1","3"
"2025-05-11 15:37:42","Not happy.","1","6"
"2025-05-21 07:31:42","Fine overall.","1","1"
"2025-05-13 18:40:42","Average experience.","1","2"
"2025-06-26 23:27:42","Waste of time.","0","8"
"2025-05-18 23:50:42","Acceptable.","3","0"
"2025-05-09 16:28:42","Bad event.","2","9"
"2025-05-03 05:37:42","Not happy.","2","10"
"2025-06-22 03:41:42","Poorly organized.","3","2"
"2025-05-26 13:35:42","Very disappointed.","1","9"
"2025-05-06 22:49:42","Superb!","3","0"
"2025-07-03 11:37:42","It was okay.","0","3"
"2025-06-12 10:29:42","Waste of time.","0","9"
"2025-05-16 16:43:42","Regret attending.","3","7"
"2025-04-30 13:22:42","Poorly organized.","2","1"
"2025-06-23 17:34:42","Poorly organized.","2","4"
"2025-05-25 19:33:42","Did not like it.","0","5"
"2025-06-24 08:09:42","Unsatisfactory.","3","1"
"2025-06-07 01:36:42","Bad event.","3","8"
"2025-05-09 19:53:42","Not happy.","2","8"
"2025-05-26 07:59:42","Did not like it.","1","5"
"2025-05-17 20:34:42","Unsatisfactory.","3","8"
"2025-05-03 07:06:42","Not happy.","3","7"
"2025-06-07 12:55:42","Mediocre.","1","1"
"2025-05-10 13:23:42","Could be much better.","2","4"
"2025-05-24 10:49:42","Terrible experience.","1","9"
"2025-06-18 21:05:42","Bad event.","3","9"
